AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
NCDWR,Q32D1,1972-02-28T00:00:00-05:00,,,feet,40.35,feet,0.01,40.35,97.57,,tape-down,NCDWR
NCDWR,Q32D1,1972-02-29T00:00:00-05:00,,,feet,40.35,feet,0.01,40.35,97.57,,tape-down,NCDWR
NCDWR,Q32D1,1972-03-08T00:00:00-05:00,,,feet,44.44,feet,0.01,44.44,93.48,,tape-down,NCDWR
NCDWR,Q32D1,1972-04-25T00:00:00-05:00,,,feet,46.49,feet,0.01,46.49,91.43,,tape-down,NCDWR
NCDWR,Q32D1,1972-05-23T00:00:00-05:00,,,feet,43.02,feet,0.01,43.02,94.90,,tape-down,NCDWR
NCDWR,Q32D1,1972-06-23T00:00:00-05:00,,,feet,43.74,feet,0.01,43.74,94.18,,tape-down,NCDWR
NCDWR,Q32D1,1972-07-13T00:00:00-05:00,,,feet,43.85,feet,0.01,43.85,94.07,,tape-down,NCDWR
NCDWR,Q32D1,1972-08-17T00:00:00-05:00,,,feet,45.33,feet,0.01,45.33,92.59,,tape-down,NCDWR
NCDWR,Q32D1,1972-10-04T00:00:00-05:00,,,feet,43.20,feet,0.01,43.20,94.72,,tape-down,NCDWR
NCDWR,Q32D1,1972-11-14T00:00:00-05:00,,,feet,44.77,feet,0.01,44.77,93.15,,tape-down,NCDWR
NCDWR,Q32D1,1972-12-18T00:00:00-05:00,,,feet,50.40,feet,0.01,50.40,87.52,,tape-down,NCDWR
NCDWR,Q32D1,1973-01-23T00:00:00-05:00,,,feet,41.98,feet,0.01,41.98,95.94,,tape-down,NCDWR
NCDWR,Q32D1,1973-02-15T00:00:00-05:00,,,feet,41.54,feet,0.01,41.54,96.38,,tape-down,NCDWR
NCDWR,Q32D1,1973-03-30T00:00:00-05:00,,,feet,42.64,feet,0.01,42.64,95.28,,tape-down,NCDWR
NCDWR,Q32D1,1973-04-10T00:00:00-05:00,,,feet,41.48,feet,0.01,41.48,96.44,,tape-down,NCDWR
NCDWR,Q32D1,1973-05-02T00:00:00-05:00,,,feet,41.84,feet,0.01,41.84,96.08,,tape-down,NCDWR
NCDWR,Q32D1,1973-06-22T00:00:00-05:00,,,feet,44.60,feet,0.01,44.60,93.32,,tape-down,NCDWR
NCDWR,Q32D1,1973-07-12T00:00:00-05:00,,,feet,46.10,feet,0.01,46.10,91.82,,tape-down,NCDWR
NCDWR,Q32D1,1973-08-07T00:00:00-05:00,,,feet,42.79,feet,0.01,42.79,95.13,,tape-down,NCDWR
NCDWR,Q32D1,1973-09-12T00:00:00-05:00,,,feet,43.97,feet,0.01,43.97,93.95,,tape-down,NCDWR
NCDWR,Q32D1,1973-10-16T00:00:00-05:00,,,feet,44.02,feet,0.01,44.02,93.90,,tape-down,NCDWR
NCDWR,Q32D1,1973-11-19T00:00:00-05:00,,,feet,45.19,feet,0.01,45.19,92.73,,tape-down,NCDWR
NCDWR,Q32D1,1973-12-06T00:00:00-05:00,,,feet,43.54,feet,0.01,43.54,94.38,,tape-down,NCDWR
NCDWR,Q32D1,1974-01-06T00:00:00-05:00,,,feet,43.42,feet,0.01,43.42,94.50,,tape-down,NCDWR
NCDWR,Q32D1,1974-03-14T00:00:00-05:00,,,feet,43.41,feet,0.01,43.41,94.51,,tape-down,NCDWR
NCDWR,Q32D1,1974-04-22T00:00:00-05:00,,,feet,43.28,feet,0.01,43.28,94.64,,tape-down,NCDWR
NCDWR,Q32D1,1974-05-20T00:00:00-05:00,,,feet,45.06,feet,0.01,45.06,92.86,,tape-down,NCDWR
NCDWR,Q32D1,1974-07-19T00:00:00-05:00,,,feet,45.14,feet,0.01,45.14,92.78,,tape-down,NCDWR
NCDWR,Q32D1,1974-10-29T00:00:00-05:00,,,feet,43.47,feet,0.01,43.47,94.45,,tape-down,NCDWR
NCDWR,Q32D1,1974-11-05T00:00:00-05:00,,,feet,43.91,feet,0.01,43.91,94.01,,tape-down,NCDWR
NCDWR,Q32D1,1975-01-28T00:00:00-05:00,,,feet,43.43,feet,0.01,43.43,94.49,,tape-down,NCDWR
NCDWR,Q32D1,1975-03-03T00:00:00-05:00,,,feet,41.74,feet,0.01,41.74,96.18,,tape-down,NCDWR
NCDWR,Q32D1,1975-04-08T00:00:00-05:00,,,feet,42.57,feet,0.01,42.57,95.35,,tape-down,NCDWR
NCDWR,Q32D1,1975-05-07T00:00:00-05:00,,,feet,41.99,feet,0.01,41.99,95.93,,tape-down,NCDWR
NCDWR,Q32D1,1975-06-02T00:00:00-05:00,,,feet,41.77,feet,0.01,41.77,96.15,,tape-down,NCDWR
NCDWR,Q32D1,1975-07-30T00:00:00-05:00,,,feet,41.87,feet,0.01,41.87,96.05,,tape-down,NCDWR
NCDWR,Q32D1,1975-08-26T00:00:00-05:00,,,feet,36.46,feet,0.01,36.46,101.46,,tape-down,NCDWR
NCDWR,Q32D1,1975-09-18T00:00:00-05:00,,,feet,52.94,feet,0.01,52.94,84.98,,tape-down,NCDWR
NCDWR,Q32D1,1975-10-23T00:00:00-05:00,,,feet,41.79,feet,0.01,41.79,96.13,,tape-down,NCDWR
NCDWR,Q32D1,1975-11-06T00:00:00-05:00,,,feet,41.47,feet,0.01,41.47,96.45,,tape-down,NCDWR
NCDWR,Q32D1,1975-12-04T00:00:00-05:00,,,feet,42.19,feet,0.01,42.19,95.73,,tape-down,NCDWR
NCDWR,Q32D1,1976-01-22T00:00:00-05:00,,,feet,42.36,feet,0.01,42.36,95.56,,tape-down,NCDWR
NCDWR,Q32D1,1976-02-23T00:00:00-05:00,,,feet,41.11,feet,0.01,41.11,96.81,,tape-down,NCDWR
NCDWR,Q32D1,1976-03-10T00:00:00-05:00,,,feet,46.64,feet,0.01,46.64,91.28,,tape-down,NCDWR
NCDWR,Q32D1,1976-05-11T00:00:00-05:00,,,feet,41.08,feet,0.01,41.08,96.84,,tape-down,NCDWR
NCDWR,Q32D1,1976-06-25T00:00:00-05:00,,,feet,40.00,feet,0.01,40.00,97.92,,tape-down,NCDWR
NCDWR,Q32D1,1976-07-20T00:00:00-05:00,,,feet,40.89,feet,0.01,40.89,97.03,,tape-down,NCDWR
NCDWR,Q32D1,1976-08-17T00:00:00-05:00,,,feet,41.17,feet,0.01,41.17,96.75,,tape-down,NCDWR
NCDWR,Q32D1,1976-09-10T00:00:00-05:00,,,feet,39.90,feet,0.01,39.90,98.02,,tape-down,NCDWR
NCDWR,Q32D1,1976-10-07T00:00:00-05:00,,,feet,39.20,feet,0.01,39.20,98.72,,tape-down,NCDWR
NCDWR,Q32D1,1976-11-22T00:00:00-05:00,,,feet,42.37,feet,0.01,42.37,95.55,,tape-down,NCDWR
NCDWR,Q32D1,1976-12-02T00:00:00-05:00,,,feet,38.50,feet,0.01,38.50,99.42,,tape-down,NCDWR
NCDWR,Q32D1,1977-01-25T00:00:00-05:00,,,feet,39.30,feet,0.01,39.30,98.62,,tape-down,NCDWR
NCDWR,Q32D1,1977-03-14T00:00:00-05:00,,,feet,37.30,feet,0.01,37.30,100.62,,tape-down,NCDWR
NCDWR,Q32D1,1977-04-13T00:00:00-05:00,,,feet,38.57,feet,0.01,38.57,99.35,,tape-down,NCDWR
NCDWR,Q32D1,1977-05-04T00:00:00-05:00,,,feet,39.40,feet,0.01,39.40,98.52,,tape-down,NCDWR
NCDWR,Q32D1,1977-06-03T00:00:00-05:00,,,feet,38.77,feet,0.01,38.77,99.15,,tape-down,NCDWR
NCDWR,Q32D1,1977-07-07T00:00:00-05:00,,,feet,37.79,feet,0.01,37.79,100.13,,tape-down,NCDWR
NCDWR,Q32D1,1977-08-08T00:00:00-05:00,,,feet,41.82,feet,0.01,41.82,96.10,,tape-down,NCDWR
NCDWR,Q32D1,1977-09-09T00:00:00-05:00,,,feet,40.29,feet,0.01,40.29,97.63,,tape-down,NCDWR
NCDWR,Q32D1,1977-10-04T00:00:00-05:00,,,feet,39.98,feet,0.01,39.98,97.94,,tape-down,NCDWR
NCDWR,Q32D1,1977-11-10T00:00:00-05:00,,,feet,38.04,feet,0.01,38.04,99.88,,tape-down,NCDWR
NCDWR,Q32D1,1977-12-28T00:00:00-05:00,,,feet,37.37,feet,0.01,37.37,100.55,,tape-down,NCDWR
NCDWR,Q32D1,1978-01-12T00:00:00-05:00,,,feet,37.14,feet,0.01,37.14,100.78,,tape-down,NCDWR
NCDWR,Q32D1,1978-02-20T00:00:00-05:00,,,feet,37.17,feet,0.01,37.17,100.75,,tape-down,NCDWR
NCDWR,Q32D1,1978-03-17T00:00:00-05:00,,,feet,37.26,feet,0.01,37.26,100.66,,tape-down,NCDWR
NCDWR,Q32D1,1978-04-17T00:00:00-05:00,,,feet,36.84,feet,0.01,36.84,101.08,,tape-down,NCDWR
NCDWR,Q32D1,1978-05-09T00:00:00-05:00,,,feet,37.04,feet,0.01,37.04,100.88,,tape-down,NCDWR
NCDWR,Q32D1,1978-06-14T00:00:00-05:00,,,feet,40.69,feet,0.01,40.69,97.23,,tape-down,NCDWR
NCDWR,Q32D1,1978-07-10T00:00:00-05:00,,,feet,36.95,feet,0.01,36.95,100.97,,tape-down,NCDWR
NCDWR,Q32D1,1978-08-04T00:00:00-05:00,,,feet,36.48,feet,0.01,36.48,101.44,,tape-down,NCDWR
NCDWR,Q32D1,1978-09-18T00:00:00-05:00,,,feet,36.18,feet,0.01,36.18,101.74,,tape-down,NCDWR
NCDWR,Q32D1,1978-10-10T00:00:00-05:00,,,feet,36.08,feet,0.01,36.08,101.84,,tape-down,NCDWR
NCDWR,Q32D1,1978-11-07T00:00:00-05:00,,,feet,35.91,feet,0.01,35.91,102.01,,tape-down,NCDWR
NCDWR,Q32D1,1978-12-18T00:00:00-05:00,,,feet,35.49,feet,0.01,35.49,102.43,,tape-down,NCDWR
NCDWR,Q32D1,1979-02-26T00:00:00-05:00,,,feet,34.56,feet,0.01,34.56,103.36,,tape-down,NCDWR
NCDWR,Q32D1,1979-05-09T00:00:00-05:00,,,feet,33.99,feet,0.01,33.99,103.93,,tape-down,NCDWR
NCDWR,Q32D1,1979-08-07T00:00:00-05:00,,,feet,33.58,feet,0.01,33.58,104.34,,tape-down,NCDWR
NCDWR,Q32D1,1979-11-07T00:00:00-05:00,,,feet,41.65,feet,0.01,41.65,96.27,,tape-down,NCDWR
NCDWR,Q32D1,1980-02-25T00:00:00-05:00,,,feet,32.54,feet,0.01,32.54,105.38,,tape-down,NCDWR
NCDWR,Q32D1,1980-05-08T00:00:00-05:00,,,feet,34.25,feet,0.01,34.25,103.67,,tape-down,NCDWR
NCDWR,Q32D1,1980-08-25T00:00:00-05:00,,,feet,34.49,feet,0.01,34.49,103.43,,tape-down,NCDWR
NCDWR,Q32D1,1980-11-20T00:00:00-05:00,,,feet,38.10,feet,0.01,38.10,99.82,,tape-down,NCDWR
NCDWR,Q32D1,1981-03-24T00:00:00-05:00,,,feet,30.58,feet,0.01,30.58,107.34,,tape-down,NCDWR
NCDWR,Q32D1,1981-05-14T00:00:00-05:00,,,feet,33.20,feet,0.01,33.20,104.72,,tape-down,NCDWR
NCDWR,Q32D1,1981-08-21T00:00:00-05:00,,,feet,32.81,feet,0.01,32.81,105.11,,tape-down,NCDWR
NCDWR,Q32D1,1981-11-23T00:00:00-05:00,,,feet,32.55,feet,0.01,32.55,105.37,,tape-down,NCDWR
NCDWR,Q32D1,1982-02-18T00:00:00-05:00,,,feet,31.48,feet,0.01,31.48,106.44,,tape-down,NCDWR
NCDWR,Q32D1,1982-05-12T00:00:00-05:00,,,feet,30.87,feet,0.01,30.87,107.05,,tape-down,NCDWR
NCDWR,Q32D1,1983-03-29T00:00:00-05:00,,,feet,29.13,feet,0.01,29.13,108.79,,tape-down,NCDWR
NCDWR,Q32D1,1983-05-18T00:00:00-05:00,,,feet,27.81,feet,0.01,27.81,110.11,,tape-down,NCDWR
NCDWR,Q32D1,1983-08-23T00:00:00-05:00,,,feet,28.65,feet,0.01,28.65,109.27,,tape-down,NCDWR
NCDWR,Q32D1,1983-11-16T00:00:00-05:00,,,feet,28.58,feet,0.01,28.58,109.34,,tape-down,NCDWR
NCDWR,Q32D1,1984-02-28T00:00:00-05:00,,,feet,28.05,feet,0.01,28.05,109.87,,tape-down,NCDWR
NCDWR,Q32D1,1985-01-30T00:00:00-05:00,,,feet,26.70,feet,0.01,26.70,111.22,,tape-down,NCDWR
NCDWR,Q32D1,1985-07-15T00:00:00-05:00,,,feet,26.27,feet,0.01,26.27,111.65,,tape-down,NCDWR
NCDWR,Q32D1,1986-01-08T00:00:00-05:00,,,feet,25.92,feet,0.01,25.92,112.00,,tape-down,NCDWR
NCDWR,Q32D1,1987-01-21T00:00:00-05:00,,,feet,25.20,feet,0.01,25.20,112.72,,tape-down,NCDWR
NCDWR,Q32D1,1987-07-14T00:00:00-05:00,,,feet,24.81,feet,0.01,24.81,113.11,,tape-down,NCDWR
NCDWR,Q32D1,1992-10-14T00:00:00-05:00,,,feet,22.94,feet,0.01,22.94,114.98,,tape-down,NCDWR
NCDWR,Q32D1,1992-11-05T00:00:00-05:00,,,feet,22.73,feet,0.01,22.73,115.19,,tape-down,NCDWR
NCDWR,Q32D1,1993-01-13T00:00:00-05:00,,,feet,22.52,feet,0.01,22.52,115.40,,tape-down,NCDWR
NCDWR,Q32D1,1993-07-06T00:00:00-05:00,,,feet,24.14,feet,0.01,24.14,113.78,,tape-down,NCDWR
NCDWR,Q32D1,1993-12-22T00:00:00-05:00,,,feet,24.27,feet,0.01,24.27,113.65,,tape-down,NCDWR
NCDWR,Q32D1,1994-01-13T00:00:00-05:00,,,feet,24.71,feet,0.01,24.71,113.21,,tape-down,NCDWR
NCDWR,Q32D1,1994-04-06T00:00:00-05:00,,,feet,23.81,feet,0.01,23.81,114.11,,tape-down,NCDWR
NCDWR,Q32D1,1995-01-31T00:00:00-05:00,,,feet,25.03,feet,0.01,25.03,112.89,,tape-down,NCDWR
NCDWR,Q32D1,1996-04-04T00:00:00-05:00,,,feet,24.33,feet,0.01,24.33,113.59,,tape-down,NCDWR
NCDWR,Q32D1,1997-04-01T00:00:00-05:00,,,feet,24.11,feet,0.01,24.11,113.81,,tape-down,NCDWR
NCDWR,Q32D1,1998-02-13T00:00:00-05:00,,,feet,26.50,feet,0.01,26.50,111.42,,tape-down,NCDWR
NCDWR,Q32D1,1999-02-23T00:00:00-05:00,,,feet,26.09,feet,0.01,26.09,111.83,,tape-down,NCDWR
NCDWR,Q32D1,2000-03-27T00:00:00-05:00,,,feet,23.45,feet,0.01,23.45,114.47,,tape-down,NCDWR
NCDWR,Q32D1,2000-06-13T13:20:00-05:00,,,feet,24.49,feet,0.01,24.49,113.43,,tape-down,NCDWR
NCDWR,Q32D1,2000-09-21T12:33:00-05:00,,,feet,25.58,feet,0.01,25.58,112.34,,tape-down,NCDWR
NCDWR,Q32D1,2000-12-13T00:00:00-05:00,,,feet,25.79,feet,0.01,25.79,112.13,,tape-down,NCDWR
NCDWR,Q32D1,2001-02-06T12:21:00-05:00,,,feet,25.79,feet,0.01,25.79,112.13,,tape-down,NCDWR
NCDWR,Q32D1,2001-05-03T12:31:00-05:00,,,feet,25.78,feet,0.01,25.78,112.14,,tape-down,NCDWR
NCDWR,Q32D1,2001-08-13T00:00:00-05:00,,,feet,26.15,feet,0.01,26.15,111.77,,tape-down,NCDWR
NCDWR,Q32D1,2001-11-29T00:00:00-05:00,,,feet,26.32,feet,0.01,26.32,111.60,,tape-down,NCDWR
NCDWR,Q32D1,2002-02-14T16:17:00-05:00,,,feet,26.06,feet,0.01,26.06,111.86,,tape-down,NCDWR
NCDWR,Q32D1,2002-02-28T00:00:00-05:00,,,feet,25.92,feet,0.01,25.92,112.00,,tape-down,NCDWR
NCDWR,Q32D1,2002-05-21T00:00:00-05:00,,,feet,25.93,feet,0.01,25.93,111.99,,tape-down,NCDWR
NCDWR,Q32D1,2002-08-12T00:00:00-05:00,,,feet,26.57,feet,0.01,26.57,111.35,,tape-down,NCDWR
NCDWR,Q32D1,2002-08-16T12:30:00-05:00,,,feet,26.68,feet,0.01,26.68,111.24,,tape-down,NCDWR
NCDWR,Q32D1,2002-11-06T00:00:00-05:00,,,feet,27.00,feet,0.01,27.00,110.92,,tape-down,NCDWR
NCDWR,Q32D1,2003-05-26T00:00:00-05:00,,,feet,25.27,feet,0.01,25.27,112.65,,recorder,NCDWR
NCDWR,Q32D1,2003-11-25T14:15:00-05:00,,,feet,25.30,feet,0.01,25.30,112.62,,tape-down,NCDWR
NCDWR,Q32D1,2004-02-14T13:25:00-05:00,,,feet,25.94,feet,0.01,25.94,111.98,,tape-down,NCDWR
NCDWR,Q32D1,2004-05-20T15:37:00-05:00,,,feet,24.90,feet,0.01,24.90,113.02,,tape-down,NCDWR
NCDWR,Q32D1,2004-08-03T11:34:00-05:00,,,feet,24.90,feet,0.01,24.90,113.02,,tape-down,NCDWR
NCDWR,Q32D1,2004-11-08T12:06:00-05:00,,,feet,25.07,feet,0.01,25.07,112.85,,tape-down,NCDWR
NCDWR,Q32D1,2005-02-04T11:53:00-05:00,,,feet,25.10,feet,0.01,25.10,112.82,,tape-down,NCDWR
NCDWR,Q32D1,2005-05-20T12:33:00-05:00,,,feet,25.08,feet,0.01,25.08,112.84,,tape-down,NCDWR
NCDWR,Q32D1,2005-08-16T14:07:00-05:00,,,feet,25.84,feet,0.01,25.84,112.08,,tape-down,NCDWR
NCDWR,Q32D1,2005-10-31T12:50:00-05:00,,,feet,26.85,feet,0.01,26.85,111.07,,tape-down,NCDWR
NCDWR,Q32D1,2006-01-30T10:58:00-05:00,,,feet,26.39,feet,0.01,26.39,111.53,,tape-down,NCDWR
NCDWR,Q32D1,2006-05-09T10:18:00-05:00,,,feet,26.23,feet,0.01,26.23,111.69,,tape-down,NCDWR
NCDWR,Q32D1,2006-08-08T11:48:00-05:00,,,feet,26.57,feet,0.01,26.57,111.35,,tape-down,NCDWR
NCDWR,Q32D1,2006-10-30T07:02:00-05:00,,,feet,26.77,feet,0.01,26.77,111.15,,tape-down,NCDWR
NCDWR,Q32D1,2007-01-29T16:30:00-05:00,,,feet,25.93,feet,0.01,25.93,111.99,,tape-down,NCDWR
NCDWR,Q32D1,2007-05-17T17:30:00-05:00,,,feet,25.96,feet,0.01,25.96,111.96,,tape-down,NCDWR
NCDWR,Q32D1,2007-08-15T14:08:00-05:00,,,feet,27.57,feet,0.01,27.57,110.35,,tape-down,NCDWR
NCDWR,Q32D1,2007-10-30T11:30:00-05:00,,,feet,28.15,feet,0.01,28.15,109.77,,tape-down,NCDWR
NCDWR,Q32D1,2008-01-28T10:30:00-05:00,,,feet,27.79,feet,0.01,27.79,110.13,,tape-down,NCDWR
NCDWR,Q32D1,2008-05-06T09:50:00-05:00,,,feet,27.01,feet,0.01,27.01,110.91,,tape-down,NCDWR
NCDWR,Q32D1,2008-08-04T10:15:00-05:00,,,feet,27.68,feet,0.01,27.68,110.24,,tape-down,NCDWR
NCDWR,Q32D1,2008-11-03T09:25:00-05:00,,,feet,27.68,feet,0.01,27.68,110.24,,tape-down,NCDWR
NCDWR,Q32D1,2009-02-02T08:46:00-05:00,,,feet,26.91,feet,0.01,26.91,111.01,,tape-down,NCDWR
NCDWR,Q32D1,2009-05-07T07:25:00-05:00,,,feet,26.44,feet,0.01,26.44,111.48,,tape-down,NCDWR
NCDWR,Q32D1,2009-08-03T15:37:00-05:00,,,feet,26.77,feet,0.01,26.77,111.15,,tape-down,NCDWR
NCDWR,Q32D1,2009-11-02T11:37:00-05:00,,,feet,27.29,feet,0.01,27.29,110.63,,tape-down,NCDWR
NCDWR,Q32D1,2010-02-01T15:53:00-05:00,,,feet,26.79,feet,0.01,26.79,111.13,,tape-down,NCDWR
NCDWR,Q32D1,2010-05-03T13:02:00-05:00,,,feet,26.43,feet,0.01,26.43,111.49,,tape-down,NCDWR
NCDWR,Q32D1,2010-08-03T07:12:00-05:00,,,feet,27.06,feet,0.01,27.06,110.86,,tape-down,NCDWR
NCDWR,Q32D1,2010-11-01T15:34:00-05:00,,,feet,26.95,feet,0.01,26.95,110.97,,tape-down,NCDWR
NCDWR,Q32D1,2011-02-02T12:47:00-05:00,,,feet,26.36,feet,0.01,26.36,111.56,,tape-down,NCDWR
NCDWR,Q32D1,2011-05-02T05:52:00-05:00,,,feet,25.90,feet,0.01,25.90,112.02,,tape-down,NCDWR
NCDWR,Q32D1,2011-08-02T06:33:00-05:00,,,feet,26.55,feet,0.01,26.55,111.37,,tape-down,NCDWR
NCDWR,Q32D1,2011-11-01T06:52:00-05:00,,,feet,27.14,feet,0.01,27.14,110.78,,tape-down,NCDWR
NCDWR,Q32D1,2012-01-30T16:00:00-05:00,,,feet,27.01,feet,0.01,27.01,110.91,,tape-down,NCDWR
NCDWR,Q32D1,2012-04-25T10:39:00-05:00,,,feet,26.54,feet,0.01,26.54,111.38,,tape-down,NCDWR
NCDWR,Q32D1,2012-08-07T07:08:00-05:00,,,feet,26.28,feet,0.01,26.28,111.64,,tape-down,NCDWR
NCDWR,Q32D1,2012-11-06T07:05:00-05:00,,,feet,26.68,feet,0.01,26.68,111.24,,tape-down,NCDWR
NCDWR,Q32D1,2013-01-29T08:28:00-05:00,,,feet,26.30,feet,0.01,26.30,111.62,,tape-down,NCDWR
NCDWR,Q32D1,2013-04-29T14:10:00-05:00,,,feet,25.58,feet,0.01,25.58,112.34,,tape-down,NCDWR
NCDWR,Q32D1,2013-08-05T10:52:00-05:00,,,feet,25.34,feet,0.01,25.34,112.58,,tape-down,NCDWR
NCDWR,Q32D1,2013-10-28T06:37:00-05:00,,,feet,25.34,feet,0.01,25.34,112.58,,tape-down,NCDWR
NCDWR,Q32D1,2014-02-19T15:35:00-05:00,,,feet,24.67,feet,0.01,24.67,113.25,,tape-down,NCDWR
NCDWR,Q32D1,2014-04-28T06:49:00-05:00,,,feet,24.34,feet,0.01,24.34,113.58,,tape-down,NCDWR
NCDWR,Q32D1,2014-07-28T11:44:00-05:00,,,feet,24.44,feet,0.01,24.44,113.48,,tape-down,NCDWR
NCDWR,Q32D1,2014-11-14T12:03:00-05:00,,,feet,24.66,feet,0.01,24.66,113.26,,tape-down,NCDWR
NCDWR,Q32D1,2015-02-16T14:47:00-05:00,,,feet,24.31,feet,0.01,24.31,113.61,,tape-down,NCDWR
NCDWR,Q32D1,2015-05-04T15:40:00-05:00,,,feet,23.87,feet,0.01,23.87,114.05,,tape-down,NCDWR
NCDWR,Q32D1,2015-08-06T14:30:00-05:00,,,feet,24.72,feet,0.01,24.72,113.20,,tape-down,NCDWR
NCDWR,Q32D1,2015-11-17T15:30:00-05:00,,,feet,25.10,feet,0.01,25.10,112.82,,tape-down,NCDWR
NCDWR,Q32D1,2016-02-17T15:45:00-05:00,,,feet,24.08,feet,0.01,24.08,113.84,,tape-down,NCDWR
NCDWR,Q32D1,2016-04-29T15:15:00-05:00,,,feet,24.05,feet,0.01,24.05,113.87,,tape-down,NCDWR
NCDWR,Q32D1,2016-08-25T12:35:00-05:00,,,feet,25.20,feet,0.01,25.20,112.72,,tape-down,NCDWR
NCDWR,Q32D1,2016-10-26T13:22:00-05:00,,,feet,25.10,feet,0.01,25.10,112.82,,tape-down,NCDWR
NCDWR,Q32D1,2017-02-02T15:00:00-05:00,,,feet,24.69,feet,0.01,24.69,113.23,,tape-down,NCDWR
NCDWR,Q32D1,2017-04-27T09:15:00-05:00,,,feet,23.95,feet,0.01,23.95,113.97,,tape-down,NCDWR
NCDWR,Q32D1,2017-08-03T08:21:00-05:00,,,feet,25.02,feet,0.01,25.02,112.90,,tape-down,NCDWR
NCDWR,Q32D1,2017-11-14T09:04:00-05:00,,,feet,25.61,feet,0.01,25.61,112.31,,tape-down,NCDWR
NCDWR,Q32D1,2018-02-08T08:06:00-05:00,,,feet,26.00,feet,0.01,26.00,111.92,,tape-down,NCDWR
NCDWR,Q32D1,2018-05-07T06:57:00-05:00,,,feet,25.56,feet,0.01,25.56,112.36,,tape-down,NCDWR
NCDWR,Q32D1,2018-07-31T11:29:00-05:00,,,feet,25.61,feet,0.01,25.61,112.31,,tape-down,NCDWR
NCDWR,Q32D1,2018-10-31T11:17:00-05:00,,,feet,25.73,feet,0.01,25.73,112.19,,tape-down,NCDWR
NCDWR,Q32D1,2019-01-28T08:07:00-05:00,,,feet,24.37,feet,0.01,24.37,113.55,,tape-down,NCDWR
NCDWR,Q32D1,2019-04-29T12:16:00-05:00,,,feet,24.24,feet,0.01,24.24,113.68,,tape-down,NCDWR
NCDWR,Q32D1,2019-07-24T13:12:00-05:00,,,feet,24.62,feet,0.01,24.62,113.30,,tape-down,NCDWR
NCDWR,Q32D1,2019-10-09T09:43:00-05:00,,,feet,25.10,feet,0.01,25.10,112.82,,tape-down,NCDWR
NCDWR,Q32D1,2019-10-31T05:45:00-05:00,,,feet,24.38,feet,0.01,24.38,113.54,,tape-down,NCDWR
NCDWR,Q32D1,2020-01-30T12:47:00-05:00,,,feet,23.27,feet,0.01,23.27,114.65,,tape-down,NCDWR
NCDWR,Q32D1,2020-04-29T05:18:00-05:00,,,feet,24.19,feet,0.01,24.19,113.73,,tape-down,NCDWR
NCDWR,Q32D1,2020-07-29T14:30:00-05:00,,,feet,23.28,feet,0.01,23.28,114.64,,tape-down,NCDWR
NCDWR,Q32D1,2020-10-26T06:38:00-05:00,,,feet,24.04,feet,0.01,24.04,113.88,,tape-down,NCDWR
